Date;CutFlowers;PotOwn;PotPurchased;Wholesale;FruitsVegs;Commodity;mean_temp;mean_humid;mean_prec_height_mm;total_prec_height_mm;mean_prec_flag;total_prec_flag;mean_sun_dur_min;total_sun_dur_h;public_holiday;school_holiday
17.04.2019;290.5;71.1;85.7;0;54.65;187.44;13.06666667;39.125;0;0;0;False;29;11.6;no;osterferien
18.04.2019;1027.7;192.1;265.3;0;36.9;70.85;14.77083333;43.79166667;0;0;0;False;38.05555556;15.22222222;no;osterferien
19.04.2019;0;0;0;0;0;0;15.45416667;42.20833333;0;0;0;False;43.11111111;17.24444444;Karfreitag;osterferien
20.04.2019;964.9;223.8;92.62;0;10.88;231.3;15.88333333;38.875;0;0;0;False;43.22222222;17.28888889;no;osterferien
21.04.2019;0;0;0;0;0;0;13.82083333;43.95833333;0;0;0;False;43.27777778;17.31111111;no;osterferien
22.04.2019;0;0;0;0;0;0;15.45833333;40.16666667;0;0;0;False;42.33333333;16.93333333;Ostermontag;osterferien
23.04.2019;173.1;313.2;66.4;0;11.9;117.1;16.2;47.70833333;0;0;0.041666667;True;26.83333333;10.73333333;no;osterferien
24.04.2019;139.6;203.4;30.49;0;15.9;132.25;17.15;50.66666667;0;0;0.041666667;True;32.83333333;13.13333333;no;osterferien
25.04.2019;160.5;179.9;101.4;0;7.9;114.35;15.82083333;48.95833333;0;0;0.041666667;True;39.61111111;15.84444444;no;osterferien
26.04.2019;190.14;220.2;47.1;0;29.35;99.88;9.416666667;80.625;0.2125;5.1;0.458333333;True;1;0.4;no;osterferien
27.04.2019;329.25;402;17.6;2.75;0;16.13;9.575;81.75;0.1625;3.9;0.375;True;9.666666667;3.866666667;no;osterferien
28.04.2019;0;0;0;0;0;0;7.858333333;76.875;0.279166667;6.7;0.5;True;9.722222222;3.888888889;no;osterferien
29.04.2019;166.4;114;17.9;0;4.25;54.13;7.333333333;87.33333333;0.620833333;14.9;0.5;True;0;0;no;no
30.04.2019;447.3;91.9;197.8;0;31.08;33.13;10.82916667;64.16666667;0.0125;0.3;0.125;True;43.33333333;17.33333333;no;no
01.05.2019;0;0;0;0;0;0;10.02916667;73.33333333;0;0;0;False;11.38888889;4.555555556;Erster Mai;no
02.05.2019;303.5;271;81.1;0;22.57;201;12.15;66.95833333;0;0;0.083333333;True;29.88888889;11.95555556;no;no
03.05.2019;396.45;206.2;58.7;0;12.85;138.95;9.308333333;69.91666667;0.029166667;0.7;0.416666667;True;7.277777778;2.911111111;no;no
04.05.2019;137.9;105.6;51.6;0;16.75;202.55;4.695833333;84.375;0.233333333;5.6;0.5;True;0.055555556;0.022222222;no;no
05.05.2019;0;0;0;0;0;0;4.245833333;71.125;0;0;0;False;11.27777778;4.511111111;no;no
06.05.2019;122.4;346.1;60.8;0;5.7;9.9;4.429166667;69.29166667;0;0;0.125;True;5.5;2.2;no;no
07.05.2019;289.6;645.15;136.3;0;11.55;73.65;6.716666667;67.83333333;0;0;0.083333333;True;11.88888889;4.755555556;no;no
08.05.2019;218;88.2;53.6;232.47;5.7;93.4;8.716666667;81.75;0.283333333;6.8;0.583333333;True;3.777777778;1.511111111;no;no
09.05.2019;235.2;762.4;37.09;0;30.48;98.8;10.625;84.5;0.4125;9.9;0.583333333;True;3.222222222;1.288888889;no;no
10.05.2019;634.5;580.6;213.3;0;24;173.79;12.20833333;67.04166667;0;0;0.166666667;True;18.61111111;7.444444444;no;no
11.05.2019;1701.15;129.1;151;0;21.9;357.14;11.6125;81.66666667;0.416666667;10;0.708333333;True;5.888888889;2.355555556;no;no
12.05.2019;422.7;206.5;26.8;0;0;65.3;9.95;59.54166667;0;0;0.208333333;True;25.05555556;10.02222222;Muttertag;no
13.05.2019;307.3;207.5;43.8;0;12.5;80.84;9.141666667;55.04166667;0;0;0;False;46;18.4;no;no
14.05.2019;203.2;370.6;84.6;0;5;48.2;7.141666667;62.20833333;0;0;0;False;27;10.8;no;no
15.05.2019;300.2;106.1;56.5;0;9.8;49.9;7.058333333;59.45833333;0;0;0.083333333;True;14.16666667;5.666666667;no;no
16.05.2019;177.1;244.8;43.5;0;31.3;114.83;7.9625;77.25;0.054166667;1.3;0.708333333;True;0;0;no;no
17.05.2019;218.7;999.2;88.7;0;22.35;105.55;12.875;68.33333333;0;0;0.083333333;True;23.33333333;9.333333333;no;no
18.05.2019;453.9;961.4;15.5;0;1;130.88;14.59166667;63.83333333;0;0;0;False;35.61111111;14.24444444;no;no
19.05.2019;0;0;0;0;0;0;15.3875;71.375;0.091666667;2.2;0.291666667;True;26.22222222;10.48888889;no;no
20.05.2019;126.51;488.8;104.4;0;1;45.5;14.15;88.83333333;0.720833333;17.3;0.708333333;True;0.666666667;0.266666667;no;no
21.05.2019;116.05;317.6;11.7;566.05;18.2;22.49;13.99583333;91.75;1.0625;25.5;0.958333333;True;0.111111111;0.044444444;no;no
22.05.2019;212.7;355.1;28.2;0;19.67;97.45;12.75416667;82.20833333;0.004166667;0.1;0.375;True;1.444444444;0.577777778;no;no
23.05.2019;131.1;960.7;263.7;2.9;27.34;106.7;12.63333333;74.95833333;0;0;0;False;31;12.4;no;no
24.05.2019;454.39;614.06;85.1;687.3;17.2;176.9;14.75;67.04166667;0;0;0;False;37.88888889;15.15555556;no;no
25.05.2019;496.6;422.9;25.3;0;3.15;91.05;15.30833333;71.29166667;0;0;0.208333333;True;16.16666667;6.466666667;no;no
26.05.2019;0;0;0;0;0;0;15.4;70.58333333;0;0;0;False;32.72222222;13.08888889;no;no
27.05.2019;185.85;872.9;78;5;21.9;175.44;15.94166667;70.70833333;0;0;0.041666667;True;37;14.8;no;no
28.05.2019;198.2;306.55;30.6;501.6;46.81;109.33;13.50833333;84.75;0.320833333;7.7;0.458333333;True;0.055555556;0.022222222;no;no
29.05.2019;533.9;441.35;127.55;0;24.85;174.09;10.8;79.29166667;0;0;0.166666667;True;9.222222222;3.688888889;no;no
30.05.2019;0;0;0;0;0;0;13.26666667;66.16666667;0;0;0;False;31;12.4;Christi Himmelfahrt;no
31.05.2019;285.1;407.85;125.5;363.05;27.9;154.99;17.37916667;70.75;0;0;0.041666667;True;10.72222222;4.288888889;no;no
01.06.2019;154.5;520.2;23.3;0;40.1;288.15;18.8;66.08333333;0;0;0;False;43.77777778;17.51111111;no;no
02.06.2019;0;0;0;0;0;0;20.65416667;61.91666667;0;0;0;False;48.77777778;19.51111111;no;no
03.06.2019;211.8;424.5;45.3;69.8;38.3;118.85;21.47083333;61.20833333;0.004166667;0.1;0.125;True;37.94444444;15.17777778;no;no
04.06.2019;170.2;254.1;41.1;440.3;30.32;107.98;21.4125;63.70833333;0;0;0;False;47.33333333;18.93333333;no;no
05.06.2019;75.5;299.3;16.3;0;16.4;121.39;23.05;56.91666667;0;0;0;False;47.38888889;18.95555556;no;no
06.06.2019;560.6;278.3;21.8;0;32.2;28.05;15.725;74.75;0.179166667;4.3;0.333333333;True;7.666666667;3.066666667;no;no
07.06.2019;1166.2;399.3;9.45;782.08;28.6;174.29;18.57916667;66.95833333;0.108333333;2.6;0.125;True;34.94444444;13.97777778;no;no
08.06.2019;346.2;478.3;50.7;0;8.14;59.55;15.15416667;64.04166667;0.045833333;1.1;0.25;True;32.88888889;13.15555556;no;no
09.06.2019;0;0;0;0;0;0;16.8375;69.25;0.029166667;0.7;0.166666667;True;30.22222222;12.08888889;no;no
10.06.2019;0;0;0;0;0;0;17.775;84.25;0.166666667;4;0.291666667;True;3.722222222;1.488888889;Pfingstmontag;no
11.06.2019;163.3;442;16.7;507;6.9;37.2;18.8375;75.83333333;0;0;0.208333333;True;17.11111111;6.844444444;no;pfingstferien
12.06.2019;615.2;327;30.3;1.2;28.67;95.45;16.65833333;84.45833333;0.070833333;1.7;0.375;True;16.38888889;6.555555556;no;pfingstferien
13.06.2019;67.4;323.6;9.8;11.9;46.21;80.39;17.95416667;70;0;0;0.083333333;True;36.33333333;14.53333333;no;pfingstferien
14.06.2019;747.2;587.8;0;376.38;15.65;232.45;21.5125;60.33333333;0;0;0;False;29.11111111;11.64444444;no;pfingstferien
15.06.2019;143.1;209.9;33.3;0;18.25;104.5;20.2875;68.54166667;0;0;0;False;36.44444444;14.57777778;no;pfingstferien
16.06.2019;0;0;0;0;0;0;16.74583333;87.33333333;0.429166667;10.3;0.666666667;True;2.111111111;0.844444444;no;pfingstferien
17.06.2019;168.7;349;7.8;0;5.73;68.4;19.09166667;73.79166667;0.004166667;0.1;0.083333333;True;32.22222222;12.88888889;no;pfingstferien
18.06.2019;375.9;338.8;66.5;236.35;30.65;47.05;21.375;64;0;0;0;False;41.44444444;16.57777778;no;pfingstferien
19.06.2019;506.55;341.7;21;0;23.08;94.5;23.14166667;60.79166667;0;0;0;False;46.77777778;18.71111111;no;pfingstferien
20.06.2019;0;0;0;0;0;0;20.05416667;72.66666667;0.1625;3.9;0.166666667;True;17.44444444;6.977777778;Fronleichnam;pfingstferien
21.06.2019;351.9;583.1;37.9;188.54;4.8;178.99;18.60833333;70.25;0;0;0;False;29.88888889;11.95555556;no;pfingstferien
22.06.2019;306.9;569.8;28.8;0;2;357.25;20.99583333;62.70833333;0;0;0.041666667;True;25.11111111;10.04444444;no;pfingstferien
23.06.2019;588.15;568.6;348.3;0;1.48;1667.35;22.2625;60.91666667;0.004166667;0.1;0.041666667;True;26.5;10.6;no;no
24.06.2019;216.1;261;29.6;0;2.95;90.2;23.33333333;58.41666667;0;0;0;False;48.44444444;19.37777778;no;no
25.06.2019;132.3;116.6;15;152.32;21.93;71;24.29583333;61.25;0;0;0;False;48.33333333;19.33333333;no;no
26.06.2019;62.1;259.3;41;0;31.85;151.23;26.175;62.45833333;0;0;0;False;48.38888889;19.35555556;no;no
27.06.2019;208.3;218.9;0;455.04;20.2;70.75;25;49.41666667;0;0;0;False;47.38888889;18.95555556;no;no
28.06.2019;576.5;380.8;3.95;0;14.15;110.75;20.10416667;53.5;0;0;0;False;49.55555556;19.82222222;no;no
29.06.2019;179.9;208.6;16.9;0;15.15;75.9;21.9;53.83333333;0;0;0;False;49.61111111;19.84444444;no;no
30.06.2019;0;0;0;0;0;0;24.58333333;54.58333333;0;0;0;False;49.05555556;19.62222222;no;no
01.07.2019;163.3;118.6;11.9;0;45.13;81.15;23.58333333;60.70833333;0;0;0.041666667;True;28.44444444;11.37777778;no;no
02.07.2019;137.5;110.7;58.2;379.7;21.05;260;19.87916667;49.16666667;0;0;0.041666667;True;49.11111111;19.64444444;no;no
03.07.2019;206.4;92.6;7.8;0;35.43;45.3;18.24583333;48.16666667;0;0;0;False;49.38888889;19.75555556;no;no
04.07.2019;1619.84;27.4;7.9;0;21.8;65.4;18.1;50.20833333;0;0;0;False;47.38888889;18.95555556;no;no
05.07.2019;275.45;197.8;18.8;160.51;47.8;52.2;17.75;58.66666667;0;0;0;False;11.61111111;4.644444444;no;no
06.07.2019;355.7;228.8;0;0;8.8;64.85;21.5125;49.41666667;0;0;0;False;28.83333333;11.53333333;no;no
07.07.2019;0;0;0;0;0;0;17.17083333;62.54166667;0.025;0.6;0.166666667;True;11.05555556;4.422222222;no;no
08.07.2019;823.8;88.9;70.4;0;11.85;92.85;14.97083333;54.33333333;0;0;0;False;33;13.2;no;no
09.07.2019;242.55;157.6;36.8;246.86;31.91;102.64;12.89583333;61.5;0;0;0;False;17.77777778;7.111111111;no;no
10.07.2019;309.3;158.2;38;0;26.95;105.25;15.1375;56.29166667;0;0;0;False;45.83333333;18.33333333;no;no
11.07.2019;241.2;186.1;106.1;0;18.35;134.19;15.42916667;75.625;0.291666667;7;0.625;True;0.222222222;0.088888889;no;no
12.07.2019;345.4;191.7;98.4;263;36.55;268.79;17.60833333;77.25;0.341666667;8.2;0.166666667;True;10.61111111;4.244444444;no;no
13.07.2019;305.8;106.4;30;0;24.98;110.89;16.80416667;78.91666667;0.108333333;2.6;0.458333333;True;6.111111111;2.444444444;no;no
14.07.2019;0;0;0;0;0;0;17.83333333;66.79166667;0;0;0;False;15.66666667;6.266666667;no;no
15.07.2019;124.4;9.8;56.9;0;40.6;16.89;17.925;63.29166667;0;0;0;False;32.11111111;12.84444444;no;no
16.07.2019;235.2;348;23.5;170.48;31.55;84.09;17.2125;62.5;0;0;0;False;41.33333333;16.53333333;no;no
17.07.2019;295.3;107.9;68.3;0;45.05;59.29;18.23333333;63.08333333;0;0;0;False;44.61111111;17.84444444;no;no
18.07.2019;340.7;57.3;57.3;0;46.95;74.35;19.1875;61.95833333;0;0;0.041666667;True;32.88888889;13.15555556;no;no
19.07.2019;540.3;185.2;30;204.25;35.79;215.8;18.75416667;79.45833333;0.066666667;1.6;0.458333333;True;2.777777778;1.111111111;no;no
20.07.2019;221.6;115.5;45.9;0;27.4;61.8;22.6;62.25;0;0;0;False;36.38888889;14.55555556;no;no
21.07.2019;0;1236;0;0;0;0;21.24583333;70.45833333;0.275;6.6;0.208333333;True;29.27777778;11.71111111;no;no
22.07.2019;330.8;144.4;0;0;26.63;44.23;20.72916667;63.75;0;0;0;False;41.61111111;16.64444444;no;no
23.07.2019;284.9;89.7;21.5;240.1;43.6;75.6;23.3875;58.16666667;0;0;0;False;47.61111111;19.04444444;no;no
24.07.2019;261;118;30.5;0;13.1;69.35;25.8;57.66666667;0;0;0;False;47.33333333;18.93333333;no;no
25.07.2019;186.6;59.8;53.9;0;44.7;2.95;28.075;46.25;0;0;0;False;46.33333333;18.53333333;no;no
26.07.2019;128.6;73.12;134.9;270.6;57.65;65.65;27.90416667;42.5;0;0;0;False;44.55555556;17.82222222;no;no
27.07.2019;537.25;56.7;44;0;21;155.04;22.94166667;63.625;0.025;0.6;0.375;True;7.5;3;no;no
28.07.2019;0;0;0;0;0;0;20.9125;81.08333333;0.291666667;7;0.458333333;True;11.88888889;4.755555556;no;no
29.07.2019;228.8;102.6;8.2;0;27.7;67.34;20.02083333;85;0;0;0.25;True;2.444444444;0.977777778;no;sommerferien
30.07.2019;231.15;505.5;75;153.9;64.13;172.6;21.12916667;74;0;0;0;False;13.94444444;5.577777778;no;sommerferien
31.07.2019;245.9;116.5;58.8;0;16.25;72.24;18.81666667;78.79166667;0.433333333;10.4;0.416666667;True;15.94444444;6.377777778;no;sommerferien
01.08.2019;111.9;70.3;44.1;0;23.51;70.15;18.0625;65.95833333;0;0;0;False;31.16666667;12.46666667;no;sommerferien
02.08.2019;260.6;266.2;64.1;123.4;35.8;117.9;18.19166667;67.25;0;0;0.083333333;True;20.11111111;8.044444444;no;sommerferien
03.08.2019;297.9;88;35;0;47.55;79.45;17.32916667;81.45833333;0.1375;3.3;0.291666667;True;9.555555556;3.822222222;no;sommerferien
04.08.2019;0;0;0;0;0;0;18.49583333;68.54166667;0;0;0.041666667;True;42.83333333;17.13333333;no;sommerferien
05.08.2019;204.7;132.4;10.9;0;39.65;65.99;18.56666667;78.29166667;0.008333333;0.2;0.208333333;True;6.777777778;2.711111111;no;sommerferien
06.08.2019;236.75;21.3;61;26.6;26.25;69.98;19.59583333;78.91666667;0.104166667;2.5;0.333333333;True;17.27777778;6.911111111;no;sommerferien
07.08.2019;230.1;22.8;22;0;24.2;62.29;17.8375;92.875;1.629166667;39.1;0.583333333;True;0.333333333;0.133333333;no;sommerferien
08.08.2019;460;49.9;15;0;21.1;129.88;19.00833333;76.83333333;0;0;0;False;25;10;no;sommerferien
09.08.2019;517.3;84.1;12;0;44.15;46.44;21.09583333;71.83333333;0.120833333;2.9;0.333333333;True;21.83333333;8.733333333;no;sommerferien
10.08.2019;319.7;83.2;5;91.4;26.95;148.34;20.27916667;76.95833333;0.0125;0.3;0.416666667;True;11.83333333;4.733333333;no;sommerferien
11.08.2019;0;0;0;0;0;0;20.28333333;69.5;0.054166667;1.3;0.166666667;True;35.88888889;14.35555556;no;sommerferien
12.08.2019;368.6;96.9;34.8;0;16.25;36.4;17.74166667;70.20833333;0;0;0.166666667;True;16.16666667;6.466666667;no;sommerferien
13.08.2019;286.35;212.5;27.4;154.85;24.64;115.6;15.4625;69.125;0;0;0;False;28;11.2;no;sommerferien
14.08.2019;414.9;166.2;28.8;0;49.13;50.7;14.72916667;70.54166667;0;0;0.208333333;True;24.5;9.8;no;sommerferien
15.08.2019;0;0;0;0;0;0;14.60833333;84.75;0.095833333;2.3;0.583333333;True;7.5;3;Mariä Himmelfahrt;sommerferien
16.08.2019;381;90;25.9;0;57.35;69.07;16.81666667;75.08333333;0;0;0.041666667;True;21.05555556;8.422222222;no;sommerferien
17.08.2019;184;37.8;87;0;17.18;78.35;17.2375;78.70833333;0.020833333;0.5;0.541666667;True;0.055555556;0.022222222;no;sommerferien
18.08.2019;0;0;0;0;0;0;22.54166667;66.70833333;0.004166667;0.1;0.166666667;True;33.5;13.4;no;sommerferien
19.08.2019;130.6;199.4;26;0;16.9;22.25;19.525;73.45833333;0.091666667;2.2;0.125;True;21.44444444;8.577777778;no;sommerferien
20.08.2019;316.3;135.6;20.3;0;14.88;72.05;15.84166667;79.75;0.1625;3.9;0.375;True;1.777777778;0.711111111;no;sommerferien
21.08.2019;131.3;36.9;29.5;0;30.05;16.69;14.77916667;78.91666667;0;0;0.041666667;True;28.44444444;11.37777778;no;sommerferien
22.08.2019;432.75;19.9;74;0;9;50.23;16.1875;68.58333333;0;0;0;False;42.5;17;no;sommerferien
23.08.2019;223.1;42.8;59.8;76.4;54.15;78.65;17.15416667;68.875;0;0;0;False;43.11111111;17.24444444;no;sommerferien
24.08.2019;334.1;66.7;32;0;20.95;77.15;19.49583333;73.04166667;0;0;0;False;32.11111111;12.84444444;no;sommerferien
25.08.2019;0;0;0;0;0;0;22;73.41666667;0.329166667;7.9;0.125;True;35.55555556;14.22222222;no;sommerferien
26.08.2019;255.8;190.9;31;0;16.94;197.23;21.325;77.58333333;0.004166667;0.1;0.375;True;31.33333333;12.53333333;no;sommerferien
27.08.2019;622.9;108.4;9.9;0;17.9;58.9;21.55833333;75.29166667;0;0;0;False;37.88888889;15.15555556;no;sommerferien
28.08.2019;160.1;36.9;75;0;35.4;72.84;21.725;73.875;0;0;0;False;32.05555556;12.82222222;no;sommerferien
29.08.2019;247.6;127.3;5.5;0;23.2;50.9;21.0625;78.29166667;0.025;0.6;0.041666667;True;22.66666667;9.066666667;no;sommerferien
30.08.2019;256.8;31;32;170.5;37.34;65.14;21.44583333;76.16666667;0;0;0.041666667;True;29.11111111;11.64444444;no;sommerferien
31.08.2019;277.4;19.9;56;0;30;44.65;21.71666667;69.875;0;0;0;False;40.88888889;16.35555556;no;sommerferien
01.09.2019;0;0;0;0;0;0;20.65416667;65.45833333;0;0;0;False;19.5;7.8;no;sommerferien
02.09.2019;125.2;63.7;8;0;12.25;8.85;15.2875;60.75;0;0;0;False;31.33333333;12.53333333;no;sommerferien
03.09.2019;192.2;19.9;73.9;303.35;18.15;120.79;13.11666667;64.20833333;0;0;0;False;39.5;15.8;no;sommerferien
04.09.2019;194.55;129.4;115.9;0;24.5;166.14;15.54166667;62.70833333;0;0;0;False;41.16666667;16.46666667;no;sommerferien
05.09.2019;2346.45;108.6;62;76.4;22.7;155.54;14.85833333;65.33333333;0.004166667;0.1;0.125;True;17.77777778;7.111111111;no;sommerferien
06.09.2019;406.2;49.9;133.5;5;31.6;256.98;13.99583333;64.875;0;0;0;False;30;12;no;sommerferien
07.09.2019;170.1;140.3;40.5;0;19.9;24.9;14.05833333;70.91666667;0.004166667;0.1;0.166666667;True;1.055555556;0.422222222;no;sommerferien
08.09.2019;0;0;0;0;0;0;12.82916667;78;0.0625;1.5;0.375;True;1.666666667;0.666666667;no;sommerferien
09.09.2019;240.8;41.8;71.5;0;10.7;129.9;12.13333333;87.75;0.158333333;3.8;0.791666667;True;1.833333333;0.733333333;no;sommerferien
10.09.2019;115;121;21;90.8;17.4;84.09;11.2;83.20833333;0.004166667;0.1;0.208333333;True;18.5;7.4;no;sommerferien
11.09.2019;237.4;102.6;93.3;0;41.62;139.67;12.23333333;71.83333333;0;0;0.041666667;True;32.5;13;no;no
12.09.2019;267.8;218.9;88.4;0;13.4;109.08;16.5;72.75;0;0;0.25;True;7.777777778;3.111111111;no;no
13.09.2019;272.7;103.7;106.8;159.38;26.05;166.44;15.225;81.45833333;0;0;0;False;7.055555556;2.822222222;no;no
14.09.2019;255.9;61.8;120;0;22.25;63.49;15.14583333;73.91666667;0;0;0;False;30.27777778;12.11111111;no;no
15.09.2019;0;0;0;0;0;0;15.34166667;72.41666667;0;0;0;False;38.22222222;15.28888889;no;no
16.09.2019;349.9;103.5;57;0;7.4;96.4;14.74166667;73.29166667;0;0;0.083333333;True;3.777777778;1.511111111;no;no
17.09.2019;262.5;139.2;58.5;0;37.5;119.08;15.925;55.70833333;0;0;0;False;24.27777778;9.711111111;no;no
18.09.2019;136.8;165.3;60;0;16.4;81.25;9.5125;64.58333333;0;0;0;False;33.44444444;13.37777778;no;no
19.09.2019;111.9;184.3;76.9;0;9.8;97.85;7.241666667;67.33333333;0;0;0;False;34.83333333;13.93333333;no;no
20.09.2019;546.1;132.9;38;0;19.35;94.15;7.8;68.125;0;0;0;False;37.27777778;14.91111111;no;no
21.09.2019;99.3;114.7;7;0;21.1;56.2;11.04583333;65.625;0;0;0;False;37.11111111;14.84444444;no;no
22.09.2019;0;0;0;0;0;0;14.12083333;64.16666667;0;0;0.083333333;True;33.61111111;13.44444444;no;no
23.09.2019;271.7;240.8;0;0;7.11;23.64;12.8375;90.20833333;0.154166667;3.7;0.375;True;0;0;no;no
24.09.2019;179.3;85.7;55;0;14.5;117.18;13.75416667;87.95833333;0.020833333;0.5;0.375;True;7.888888889;3.155555556;no;no
25.09.2019;98.7;154.3;104.7;0;13.5;2.95;14.82083333;80.70833333;0.2125;5.1;0.458333333;True;7.166666667;2.866666667;no;no
26.09.2019;201.95;9;84;0;29.8;44.8;15.575;83.91666667;0.083333333;2;0.416666667;True;2.944444444;1.177777778;no;no
27.09.2019;1299.2;68.8;68.5;0;32.05;147.29;14.975;88.5;0.6875;16.5;0.5;True;0.055555556;0.022222222;no;no
28.09.2019;296.8;162.7;15.2;0;9.5;60.8;14.2875;80.08333333;0.095833333;2.3;0.375;True;10.16666667;4.066666667;no;no
29.09.2019;0;0;0;0;0;0;16.41666667;64.41666667;0.15;3.6;0.166666667;True;19.83333333;7.933333333;no;no
30.09.2019;153.3;2.4;45.9;0;19.95;68.95;13.87083333;73.79166667;0.058333333;1.4;0.333333333;True;2.888888889;1.155555556;no;no
01.10.2019;246.4;10.6;67.7;0;24.09;14;13.66666667;82.95833333;0.291666667;7;0.458333333;True;0.277777778;0.111111111;no;no
02.10.2019;274.5;76.2;38;0;34.75;123.85;11.07083333;84.33333333;0.104166667;2.5;0.583333333;True;3.111111111;1.244444444;no;no
03.10.2019;0;0;0;0;0;0;8.454166667;83.04166667;0;0;0.041666667;True;1.444444444;0.577777778;Tag der Deutschen Einheit;no
04.10.2019;400.5;263.4;194.4;0;43.5;117.04;9.783333333;84.625;0.108333333;2.6;0.541666667;True;0.277777778;0.111111111;no;no
05.10.2019;425.2;0;52.7;0;38.8;45.55;9.516666667;81.125;0.095833333;2.3;0.333333333;True;1.111111111;0.444444444;no;no
06.10.2019;0;0;0;0;0;0;6.366666667;84.5;0.129166667;3.1;0.375;True;1.444444444;0.577777778;no;no
07.10.2019;587.9;21.9;166.4;0;25.5;72.5;8.775;80.375;0.0125;0.3;0.25;True;3.611111111;1.444444444;no;no
08.10.2019;83.2;45.4;60;0;28.05;48.64;11.30416667;91.375;0.595833333;14.3;0.75;True;0;0;no;no
09.10.2019;1150.9;137;20;0;32.4;25.3;11.1375;86.29166667;0.266666667;6.4;0.416666667;True;2.555555556;1.022222222;no;no
10.10.2019;217.2;173;97.6;0;37.45;71.05;10.1375;81.79166667;0.079166667;1.9;0.291666667;True;4.944444444;1.977777778;no;no
11.10.2019;278.9;81.5;189.9;0;32.15;99.7;10.78333333;85.25;0;0;0.125;True;2.944444444;1.177777778;no;no
12.10.2019;379.4;45.3;86.5;0;15.59;128.45;14.8125;74;0;0;0.125;True;27.66666667;11.06666667;no;no
13.10.2019;0;0;0;0;0;0;18.29583333;69.20833333;0;0;0;False;32.38888889;12.95555556;no;no
14.10.2019;183;116.8;23.5;0;22.35;34.5;14.88333333;79.16666667;0;0;0;False;32.33333333;12.93333333;no;no
15.10.2019;763.04;64.8;154.45;0;20.8;60.25;13.95416667;82.16666667;0.0625;1.5;0.166666667;True;22.05555556;8.822222222;no;no
16.10.2019;216.4;55.6;168.5;0;5.3;295.15;12.3625;77.45833333;0.0875;2.1;0.416666667;True;2.555555556;1.022222222;no;no
17.10.2019;135.7;145.6;104;0;32.72;174.85;12.37916667;78.29166667;0.016666667;0.4;0.416666667;True;10.05555556;4.022222222;no;no
18.10.2019;495.65;9;192.6;0;31.3;162.04;13.61666667;86.33333333;0.395833333;9.5;0.416666667;True;6.444444444;2.577777778;no;no
19.10.2019;179.8;0;42.5;0;12.3;68.2;12.7625;88.08333333;0.2125;5.1;0.833333333;True;0;0;no;no
20.10.2019;0;0;0;0;0;0;13.74583333;82.625;0.05;1.2;0.208333333;True;27.05555556;10.82222222;no;no
21.10.2019;403.7;47;135.5;0;16.75;187.45;11.32083333;91.125;0;0;0.041666667;True;6.666666667;2.666666667;no;no
22.10.2019;190.9;222.7;232.9;0;15.83;127;10.76666667;92.08333333;0.008333333;0.2;0.291666667;True;6.055555556;2.422222222;no;no
23.10.2019;214;48;294.8;0;7.05;210.45;10.35833333;92.41666667;0;0;0;False;2.611111111;1.044444444;no;no
24.10.2019;408;53;259;0;30.3;162.59;9.8625;95.54166667;0.008333333;0.2;0.375;True;0;0;no;no
25.10.2019;356.5;97.4;108.4;0;16.85;161.05;11.7625;85.20833333;0;0;0.083333333;True;15.11111111;6.044444444;no;no
26.10.2019;251.5;143.2;70.6;0;29.62;55.35;10.60416667;86.125;0;0;0;False;28.83333333;11.53333333;no;no
27.10.2019;0;0;0;0;0;0;11.39166667;81.91666667;0.079166667;1.9;0.333333333;True;9.555555556;3.822222222;no;no
28.10.2019;544.2;142.4;138.5;0;53.7;196.5;4.8125;89.20833333;0;0;0;False;10.72222222;4.288888889;no;herbstferien
29.10.2019;776;74.9;112.5;0;16.4;96.05;5.525;80.625;0;0;0;False;2.333333333;0.933333333;no;herbstferien
30.10.2019;898.7;49.8;73.6;0;34.45;134.69;3.7875;73.95833333;0;0;0;False;24.5;9.8;no;herbstferien
31.10.2019;1664.5;252.8;100.37;0;24.02;244.18;1.470833333;76.83333333;0;0;0;False;28.83333333;11.53333333;Reformationstag;herbstferien
01.11.2019;0;0;0;0;0;0;4.308333333;88.20833333;0.1375;3.3;0.375;True;0;0;Allerheiligen;herbstferien
02.11.2019;160.5;82.4;41.7;0;11.6;152.1;12.25833333;92.04166667;0.283333333;6.8;0.708333333;True;0.833333333;0.333333333;no;no
03.11.2019;0;0;0;0;0;0;11.45833333;90.33333333;0.408333333;9.8;0.791666667;True;0;0;no;no
04.11.2019;166;23.1;58.8;0;14.6;37.84;10.025;87.16666667;0.220833333;5.3;0.75;True;0.055555556;0.022222222;no;no
05.11.2019;165.5;0;65;0;15.55;12.5;7.058333333;87.5;0.091666667;2.2;0.208333333;True;1.388888889;0.555555556;no;no
06.11.2019;126.8;2;33.7;0;2;57;6.845833333;90.875;0.125;3;0.625;True;1.666666667;0.666666667;no;no
07.11.2019;61.4;47;54.4;0;17.65;102.3;8.166666667;81.33333333;0.033333333;0.8;0.291666667;True;6.6875;2.675;no;no
08.11.2019;376.1;0;73;0;36.78;46.6;6.6125;91.54166667;0.2125;5.1;0.833333333;True;0;0;no;no
09.11.2019;254.5;0;0;0;8.4;41.1;4.095833333;88.25;0.004166667;0.1;0.291666667;True;1.833333333;0.733333333;no;no
